id_client;sexe;age;enfant_conduite_accompagne;nombre_enfants;revenus;valeur_residence_prin;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;tarif_devis
1000631;F;77;Non;Non;25k - 50k;100k - 200k;Private;Minivan;0;9.0;Highly Urban/ Urban;18/05/2022 20:48;dev_express;200 - 300
1000632;M;54;Non;Oui;25k - 50k;100k - 200k;Commercial;Panel Truck;4;1.0;Highly Urban/ Urban;12/03/2022 12:59;dev_express;200 - 300
1000633;M;52;Oui;Oui;50k - 75k;0 - 100k;Commercial;Pickup;2;8.0;z_Highly Rural/ Rural;06/03/2022 13:23;dev_express;200 - 300
1000634;M;89;Non;Non;Non renseigné;200k - 300k;Commercial;Pickup;3;1.0;Highly Urban/ Urban;04/03/2022 01:37;dev_express;200 - 300
1000635;M;71;Non;Oui;25k - 50k;100k - 200k;Commercial;Pickup;2;13.0;z_Highly Rural/ Rural;10/05/2022 23:21;dev_premium;300 - 400
1000636;M;46;Non;Oui;Non renseigné;200k - 300k;Private;Pickup;3;9.0;Highly Urban/ Urban;08/04/2022 22:16;dev_express;200 - 300
1000637;F;58;Non;Non;50k - 75k;200k - 300k;Commercial;z_SUV;1;1.0;Highly Urban/ Urban;20/01/2022 06:01;dev_express;200 - 300
1000638;F;65;Non;Oui;Non renseigné;200k - 300k;Private;Minivan;2;;z_Highly Rural/ Rural;06/01/2022 05:05;dev_express;200 - 300
1000639;F;36;Non;Oui;0 - 10k;0 - 100k;Private;Sports Car;2;8.0;z_Highly Rural/ Rural;07/01/2022 02:17;dev_integral;200 - 300
1000640;F;49;Non;Non;10k - 25k;0 - 100k;Private;Pickup;1;1.0;Highly Urban/ Urban;04/05/2022 21:01;dev_express;200 - 300
1000641;M;5;Non;Non;100k - 150k;400k - 500k;Private;Pickup;2;15.0;Highly Urban/ Urban;05/05/2022 07:55;dev_integral;300 - 400
1000642;F;3;Oui;Oui;75k - 100k;0 - 100k;Private;Sports Car;7;18.0;Highly Urban/ Urban;14/03/2022 00:41;dev_express;200 - 300
1000643;M;88;Non;Non;50k - 75k;0 - 100k;Private;Minivan;2;12.0;Highly Urban/ Urban;13/02/2022 12:27;dev_express;200 - 300
1000644;M;85;Non;Non;25k - 50k;100k - 200k;Private;Minivan;0;17.0;z_Highly Rural/ Rural;27/03/2022 16:30;dev_integral;300 - 400
1000645;F;55;Non;Non;50k - 75k;200k - 300k;Private;Sports Car;0;1.0;Highly Urban/ Urban;02/02/2022 14:25;dev_integral;300 - 400
1000646;F;82;Oui;Oui;75k - 100k;200k - 300k;Commercial;Panel Truck;0;14.0;z_Highly Rural/ Rural;22/05/2022 06:17;dev_integral;300 - 400
1000647;M;58;Non;Non;25k - 50k;100k - 200k;Private;Sports Car;2;9.0;Highly Urban/ Urban;03/02/2022 18:51;dev_integral;200 - 300
1000648;M;27;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;3;7.0;Highly Urban/ Urban;17/04/2022 11:05;dev_express;200 - 300
1000649;F;67;Non;Non;50k - 75k;200k - 300k;Private;Sports Car;0;9.0;Highly Urban/ Urban;30/01/2022 11:38;dev_integral;200 - 300
1000650;M;72;Non;Non;150k - 200k;400k - 500k;Private;z_SUV;3;12.0;Highly Urban/ Urban;04/01/2022 23:37;dev_integral;200 - 300
1000651;F;28;Non;Oui;25k - 50k;100k - 200k;Private;Pickup;2;11.0;z_Highly Rural/ Rural;20/02/2022 01:38;dev_premium;400 - 500
1000652;M;36;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;18.0;Highly Urban/ Urban;22/03/2022 18:25;dev_integral;300 - 400
1000653;M;71;Non;Non;Non renseigné;500k +;Private;Sports Car;0;20.0;Highly Urban/ Urban;14/04/2022 03:08;dev_integral;300 - 400
1000654;M;85;Non;Non;25k - 50k;100k - 200k;Commercial;z_SUV;4;9.0;Highly Urban/ Urban;28/03/2022 18:19;dev_integral;300 - 400
1000655;M;44;Non;Non;25k - 50k;0 - 100k;Commercial;z_SUV;0;5.0;Highly Urban/ Urban;15/01/2022 01:30;dev_integral;300 - 400
1000656;M;91;Oui;Oui;25k - 50k;100k - 200k;Commercial;Pickup;1;7.0;Highly Urban/ Urban;30/03/2022 17:09;dev_express;200 - 300
1000657;M;15;Non;Non;Non renseigné;0 - 100k;Private;Minivan;0;1.0;z_Highly Rural/ Rural;03/04/2022 06:29;dev_express;200 - 300
1000658;M;3;Non;Oui;50k - 75k;200k - 300k;Private;Minivan;0;;Highly Urban/ Urban;11/04/2022 23:33;dev_integral;300 - 400
1000659;F;65;Non;Non;0 - 10k;100k - 200k;Commercial;Panel Truck;0;;Highly Urban/ Urban;18/05/2022 18:08;dev_integral;300 - 400
1000660;M;88;Non;Non;0 - 10k;Non renseigné;Private;Pickup;4;1.0;Highly Urban/ Urban;02/04/2022 09:07;dev_integral;300 - 400
1000661;M;1;Non;Non;50k - 75k;0 - 100k;Private;Minivan;0;19.0;Highly Urban/ Urban;09/03/2022 14:39;dev_express;200 - 300
1000662;M;17;Non;Non;0 - 10k;0 - 100k;Private;Sports Car;0;10.0;Highly Urban/ Urban;13/04/2022 11:26;dev_integral;300 - 400
1000663;M;34;Non;Non;25k - 50k;0 - 100k;Commercial;Van;3;18.0;Highly Urban/ Urban;14/03/2022 13:17;dev_integral;300 - 400
1000664;M;51;Non;Oui;10k - 25k;0 - 100k;Private;Minivan;1;10.0;Highly Urban/ Urban;12/05/2022 14:47;dev_express;200 - 300
1000665;F;23;Non;Oui;10k - 25k;100k - 200k;Private;Van;0;1.0;Highly Urban/ Urban;01/01/2022 20:24;dev_integral;200 - 300
1000666;M;24;Oui;Oui;75k - 100k;200k - 300k;Private;z_SUV;4;16.0;Highly Urban/ Urban;25/05/2022 20:36;dev_express;200 - 300
1000667;F;55;Non;Non;0 - 10k;0 - 100k;Private;z_SUV;0;9.0;Highly Urban/ Urban;16/05/2022 05:07;dev_express;200 - 300
1000668;M;13;Oui;Oui;10k - 25k;100k - 200k;Private;Pickup;1;7.0;Highly Urban/ Urban;27/02/2022 02:15;dev_integral;300 - 400
1000669;F;85;Non;Non;150k - 200k;400k - 500k;Private;Pickup;0;15.0;Highly Urban/ Urban;09/03/2022 09:41;dev_integral;200 - 300
1000670;M;30;Non;Non;50k - 75k;200k - 300k;Private;z_SUV;4;13.0;Highly Urban/ Urban;31/05/2022 15:49;dev_express;200 - 300
1000671;F;61;Non;Non;150k - 200k;400k - 500k;Private;Minivan;0;14.0;Highly Urban/ Urban;02/03/2022 14:10;dev_premium;300 - 400
1000672;F;20;Non;Oui;75k - 100k;200k - 300k;Commercial;Panel Truck;0;24.0;Highly Urban/ Urban;24/04/2022 21:41;dev_premium;500 - 600
1000673;F;66;Non;Non;0 - 10k;0 - 100k;Commercial;Pickup;3;10.0;Highly Urban/ Urban;21/01/2022 07:59;dev_express;200 - 300
1000674;F;72;Non;Non;75k - 100k;0 - 100k;Private;z_SUV;4;13.0;Highly Urban/ Urban;07/03/2022 19:35;dev_express;200 - 300
1000675;F;7;Non;Non;0 - 10k;100k - 200k;Private;Pickup;0;17.0;z_Highly Rural/ Rural;31/05/2022 11:14;dev_express;200 - 300
1000676;M;84;Non;Oui;75k - 100k;200k - 300k;Commercial;Van;4;8.0;Highly Urban/ Urban;13/05/2022 02:36;dev_integral;200 - 300
1000677;F;63;Non;Non;50k - 75k;0 - 100k;Private;Pickup;0;15.0;Highly Urban/ Urban;23/05/2022 03:01;dev_integral;200 - 300
1000678;M;16;Non;Non;0 - 10k;0 - 100k;Commercial;Minivan;1;10.0;Highly Urban/ Urban;11/05/2022 03:02;dev_express;200 - 300
1000679;M;56;Non;Non;0 - 10k;100k - 200k;Private;Minivan;3;1.0;Highly Urban/ Urban;05/04/2022 00:02;dev_integral;300 - 400
1000680;M;45;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;8;1.0;Highly Urban/ Urban;27/05/2022 18:51;dev_integral;300 - 400
1000681;M;54;Non;Oui;25k - 50k;0 - 100k;Private;Minivan;2;1.0;Highly Urban/ Urban;20/04/2022 23:17;dev_premium;300 - 400
1000682;M;49;Non;Oui;0 - 10k;0 - 100k;Commercial;Panel Truck;0;10.0;Highly Urban/ Urban;25/01/2022 19:36;dev_express;200 - 300
1000683;M;54;Non;Oui;50k - 75k;200k - 300k;Private;Minivan;1;13.0;Highly Urban/ Urban;08/04/2022 01:19;dev_express;200 - 300
1000684;M;88;Non;Non;0 - 10k;0 - 100k;Private;Minivan;0;7.0;z_Highly Rural/ Rural;18/02/2022 12:19;dev_integral;300 - 400
1000685;F;37;Non;Non;75k - 100k;200k - 300k;Commercial;Minivan;0;;Highly Urban/ Urban;12/01/2022 18:29;dev_integral;300 - 400
1000686;M;87;Non;Non;0 - 10k;0 - 100k;Private;Sports Car;2;1.0;Highly Urban/ Urban;10/01/2022 15:03;dev_integral;300 - 400
1000687;M;91;Oui;Oui;50k - 75k;200k - 300k;Private;z_SUV;1;5.0;Highly Urban/ Urban;10/05/2022 11:42;dev_premium;400 - 500
1000688;M;86;Non;Oui;Non renseigné;0 - 100k;Private;z_SUV;0;10.0;z_Highly Rural/ Rural;23/03/2022 10:29;dev_premium;400 - 500
1000689;M;61;Non;Non;10k - 25k;0 - 100k;Private;z_SUV;5;3.0;Highly Urban/ Urban;19/02/2022 03:28;dev_integral;200 - 300
1000690;M;36;Oui;Oui;Non renseigné;0 - 100k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;27/04/2022 20:44;dev_express;200 - 300
1000691;F;78;Non;Non;25k - 50k;100k - 200k;Private;Pickup;0;1.0;Highly Urban/ Urban;23/04/2022 04:43;dev_express;200 - 300
1000692;F;49;Non;Non;100k - 150k;300k - 400k;Commercial;Panel Truck;5;10.0;Highly Urban/ Urban;21/05/2022 08:25;dev_integral;300 - 400
1000693;M;5;Non;Non;100k - 150k;0 - 100k;Private;Van;6;;Highly Urban/ Urban;06/01/2022 08:39;dev_express;200 - 300
1000694;M;3;Non;Oui;75k - 100k;200k - 300k;Private;z_SUV;0;14.0;Highly Urban/ Urban;08/04/2022 00:39;dev_integral;300 - 400
1000695;F;81;Non;Non;50k - 75k;0 - 100k;Private;z_SUV;0;6.0;Highly Urban/ Urban;25/04/2022 11:54;dev_integral;300 - 400
1000696;M;84;Non;Non;25k - 50k;100k - 200k;Private;Sports Car;1;19.0;Highly Urban/ Urban;09/01/2022 11:28;dev_express;200 - 300
1000697;M;41;Non;Non;0 - 10k;0 - 100k;Private;Minivan;2;6.0;z_Highly Rural/ Rural;05/02/2022 05:34;dev_integral;300 - 400
1000698;M;88;Non;Non;150k - 200k;400k - 500k;Private;Minivan;2;14.0;Highly Urban/ Urban;01/03/2022 11:59;dev_integral;200 - 300
1000699;M;63;Non;Non;0 - 10k;Non renseigné;Private;Sports Car;2;20.0;z_Highly Rural/ Rural;14/02/2022 22:46;dev_premium;400 - 500
1000700;F;29;Non;Oui;75k - 100k;0 - 100k;Commercial;Pickup;7;7.0;Highly Urban/ Urban;13/02/2022 06:18;dev_integral;200 - 300
1000701;M;56;Oui;Oui;Non renseigné;100k - 200k;Commercial;Pickup;2;1.0;z_Highly Rural/ Rural;11/03/2022 21:23;dev_premium;300 - 400
1000702;M;58;Oui;Oui;75k - 100k;200k - 300k;Commercial;z_SUV;1;13.0;Highly Urban/ Urban;12/01/2022 21:51;dev_express;200 - 300
1000703;F;60;Oui;Oui;0 - 10k;0 - 100k;Private;Minivan;0;13.0;Highly Urban/ Urban;10/03/2022 05:03;dev_integral;300 - 400
1000704;M;64;Non;Non;200k +;500k +;Commercial;Panel Truck;0;6.0;Highly Urban/ Urban;10/05/2022 21:14;dev_express;200 - 300
1000705;F;10;Non;Non;75k - 100k;200k - 300k;Commercial;z_SUV;3;1.0;Highly Urban/ Urban;11/01/2022 06:26;dev_premium;400 - 500
1000706;M;31;Non;Non;Non renseigné;100k - 200k;Private;Sports Car;0;7.0;z_Highly Rural/ Rural;05/05/2022 14:13;dev_premium;400 - 500
1000707;F;57;Non;Oui;50k - 75k;200k - 300k;Private;Minivan;1;15.0;Highly Urban/ Urban;21/02/2022 10:07;dev_integral;300 - 400
1000708;M;52;Non;Non;50k - 75k;200k - 300k;Commercial;Van;0;13.0;Highly Urban/ Urban;07/04/2022 18:39;dev_premium;400 - 500
1000709;M;69;Non;Non;50k - 75k;0 - 100k;Commercial;Minivan;2;7.0;Highly Urban/ Urban;07/02/2022 05:05;dev_integral;200 - 300
1000710;F;4;Non;Oui;25k - 50k;0 - 100k;Commercial;z_SUV;0;7.0;z_Highly Rural/ Rural;28/05/2022 05:50;dev_express;200 - 300
1000711;M;64;Non;Non;75k - 100k;300k - 400k;Private;Minivan;0;7.0;Highly Urban/ Urban;03/03/2022 11:24;dev_integral;300 - 400
1000712;M;23;Non;Oui;100k - 150k;0 - 100k;Private;Minivan;0;16.0;Highly Urban/ Urban;07/02/2022 03:36;dev_integral;300 - 400
1000713;F;36;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;15.0;z_Highly Rural/ Rural;07/01/2022 05:37;dev_premium;300 - 400
1000714;M;6;Non;Non;25k - 50k;100k - 200k;Commercial;Minivan;0;7.0;Highly Urban/ Urban;26/02/2022 03:44;dev_premium;400 - 500
1000715;M;15;Non;Non;150k - 200k;400k - 500k;Private;Van;0;18.0;Highly Urban/ Urban;07/04/2022 19:50;dev_integral;300 - 400
1000716;F;71;Non;Non;150k - 200k;0 - 100k;Private;Sports Car;4;21.0;Highly Urban/ Urban;22/03/2022 11:12;dev_express;200 - 300
1000717;F;13;Non;Non;75k - 100k;0 - 100k;Private;z_SUV;1;13.0;z_Highly Rural/ Rural;12/01/2022 10:58;dev_integral;300 - 400
1000718;M;54;Oui;Oui;25k - 50k;0 - 100k;Private;Sports Car;0;11.0;Highly Urban/ Urban;10/03/2022 08:37;dev_integral;300 - 400
1000719;F;5;Non;Non;25k - 50k;Non renseigné;Commercial;Sports Car;2;;Highly Urban/ Urban;11/02/2022 07:56;dev_integral;200 - 300
1000720;F;29;Non;Non;75k - 100k;0 - 100k;Private;Minivan;2;;z_Highly Rural/ Rural;17/04/2022 04:32;dev_express;200 - 300
1000721;M;69;Non;Oui;Non renseigné;200k - 300k;Private;Minivan;3;5.0;Highly Urban/ Urban;20/05/2022 14:45;dev_integral;300 - 400
1000722;F;18;Non;Non;150k - 200k;0 - 100k;Commercial;Panel Truck;0;17.0;z_Highly Rural/ Rural;08/01/2022 16:09;dev_express;200 - 300
1000723;M;18;Non;Non;75k - 100k;0 - 100k;Private;Sports Car;3;14.0;Highly Urban/ Urban;14/03/2022 14:20;dev_express;200 - 300
1000724;M;20;Non;Non;100k - 150k;200k - 300k;Private;Pickup;0;10.0;Highly Urban/ Urban;23/05/2022 23:35;dev_integral;200 - 300
1000725;M;19;Non;Non;50k - 75k;100k - 200k;Commercial;Sports Car;1;11.0;Highly Urban/ Urban;09/04/2022 21:55;dev_integral;300 - 400
1000726;M;17;Non;Non;25k - 50k;100k - 200k;Private;Van;0;18.0;Highly Urban/ Urban;28/04/2022 17:36;dev_integral;300 - 400
1000727;M;15;Non;Non;25k - 50k;100k - 200k;Private;Pickup;3;1.0;z_Highly Rural/ Rural;17/02/2022 09:12;dev_premium;500 - 600
1000728;F;63;Non;Non;100k - 150k;300k - 400k;Private;Minivan;2;11.0;Highly Urban/ Urban;16/04/2022 00:49;dev_express;200 - 300
1000729;M;11;Non;Non;200k +;500k +;Private;Minivan;0;13.0;Highly Urban/ Urban;14/04/2022 05:42;dev_express;200 - 300
1000730;M;37;Non;Non;75k - 100k;200k - 300k;Commercial;Minivan;0;9.0;Highly Urban/ Urban;26/04/2022 08:50;dev_premium;400 - 500
1000731;M;45;Non;Non;25k - 50k;200k - 300k;Private;Sports Car;4;1.0;Highly Urban/ Urban;24/04/2022 02:36;dev_integral;200 - 300
1000732;M;18;Non;Non;50k - 75k;Non renseigné;Private;Pickup;0;8.0;Highly Urban/ Urban;03/03/2022 12:44;dev_integral;300 - 400
1000733;M;3;Non;Non;100k - 150k;300k - 400k;Private;Minivan;1;15.0;Highly Urban/ Urban;18/03/2022 03:03;dev_integral;300 - 400
1000734;F;92;Non;Non;50k - 75k;200k - 300k;Private;Sports Car;2;8.0;Highly Urban/ Urban;28/04/2022 02:43;dev_integral;200 - 300
1000735;F;16;Non;Oui;75k - 100k;200k - 300k;Commercial;Van;1;7.0;Highly Urban/ Urban;22/03/2022 08:53;dev_express;200 - 300
1000736;F;20;Oui;Oui;50k - 75k;Non renseigné;Commercial;Pickup;4;10.0;Highly Urban/ Urban;08/02/2022 19:17;dev_integral;300 - 400
1000737;F;26;Non;Non;75k - 100k;200k - 300k;Commercial;Panel Truck;0;;z_Highly Rural/ Rural;08/02/2022 07:38;dev_integral;300 - 400
1000738;F;66;Non;Non;25k - 50k;0 - 100k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;07/02/2022 21:25;dev_integral;200 - 300
1000739;F;72;Non;Oui;50k - 75k;100k - 200k;Commercial;Pickup;2;1.0;Highly Urban/ Urban;22/03/2022 09:48;dev_express;200 - 300
1000740;F;83;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;1;1.0;Highly Urban/ Urban;13/04/2022 20:56;dev_premium;300 - 400
1000741;M;67;Oui;Oui;0 - 10k;Non renseigné;Private;Sports Car;4;1.0;Highly Urban/ Urban;16/02/2022 18:11;dev_premium;400 - 500
1000742;F;15;Non;Non;0 - 10k;0 - 100k;Private;Minivan;0;7.0;Highly Urban/ Urban;01/03/2022 17:16;dev_integral;300 - 400
1000743;F;30;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;17/01/2022 23:45;dev_integral;200 - 300
1000744;M;56;Oui;Oui;0 - 10k;0 - 100k;Private;Minivan;2;7.0;z_Highly Rural/ Rural;21/05/2022 16:11;dev_integral;300 - 400
1000745;F;47;Non;Non;150k - 200k;0 - 100k;Private;Minivan;6;17.0;Highly Urban/ Urban;17/04/2022 06:36;dev_premium;300 - 400
1000746;F;18;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;1.0;Highly Urban/ Urban;13/02/2022 20:08;dev_integral;300 - 400
1000747;M;72;Non;Oui;100k - 150k;300k - 400k;Private;Minivan;0;25.0;Highly Urban/ Urban;08/03/2022 23:49;dev_express;200 - 300
1000748;M;57;Non;Non;75k - 100k;200k - 300k;Commercial;Minivan;1;9.0;z_Highly Rural/ Rural;01/05/2022 01:21;dev_integral;300 - 400
1000749;M;27;Non;Non;150k - 200k;500k +;Commercial;Pickup;0;16.0;Highly Urban/ Urban;10/02/2022 01:30;dev_integral;300 - 400
1000750;F;29;Non;Oui;75k - 100k;200k - 300k;Private;Sports Car;0;;Highly Urban/ Urban;17/03/2022 21:10;dev_integral;300 - 400
1000751;M;63;Non;Non;25k - 50k;0 - 100k;Commercial;z_SUV;1;8.0;z_Highly Rural/ Rural;10/02/2022 16:25;dev_premium;300 - 400
1000752;F;58;Non;Non;50k - 75k;100k - 200k;Private;z_SUV;0;1.0;Highly Urban/ Urban;16/01/2022 23:49;dev_integral;300 - 400
1000753;M;67;Non;Oui;25k - 50k;100k - 200k;Commercial;Minivan;6;1.0;Highly Urban/ Urban;05/01/2022 00:48;dev_integral;200 - 300
1000754;F;40;Oui;Oui;200k +;500k +;Commercial;Panel Truck;0;18.0;Highly Urban/ Urban;11/01/2022 17:35;dev_vip;800 - 900
1000755;M;55;Non;Oui;50k - 75k;200k - 300k;Commercial;z_SUV;0;1.0;Highly Urban/ Urban;11/03/2022 05:31;dev_integral;300 - 400
1000756;F;76;Non;Non;10k - 25k;100k - 200k;Private;z_SUV;0;1.0;z_Highly Rural/ Rural;10/01/2022 23:47;dev_integral;300 - 400
1000757;M;54;Oui;Oui;25k - 50k;100k - 200k;Commercial;Van;1;1.0;Highly Urban/ Urban;15/05/2022 02:01;dev_integral;200 - 300
1000758;F;70;Oui;Oui;Non renseigné;100k - 200k;Private;z_SUV;2;6.0;z_Highly Rural/ Rural;03/01/2022 03:03;dev_integral;300 - 400
1000759;F;72;Non;Non;100k - 150k;0 - 100k;Private;Minivan;1;11.0;Highly Urban/ Urban;22/01/2022 15:37;dev_integral;300 - 400
1000760;F;78;Non;Non;10k - 25k;Non renseigné;Commercial;Pickup;1;4.0;Highly Urban/ Urban;03/04/2022 02:13;dev_premium;300 - 400
1000761;F;26;Non;Non;25k - 50k;100k - 200k;Commercial;Pickup;4;14.0;z_Highly Rural/ Rural;15/03/2022 03:15;dev_integral;300 - 400
1000762;M;74;Non;Non;0 - 10k;0 - 100k;Private;Van;2;22.0;z_Highly Rural/ Rural;11/05/2022 04:46;dev_vip;900 - 1000
1000763;M;52;Non;Oui;50k - 75k;0 - 100k;Private;Minivan;5;16.0;Highly Urban/ Urban;20/02/2022 07:23;dev_premium;500 - 600
1000764;M;44;Non;Non;25k - 50k;100k - 200k;Private;Sports Car;0;6.0;Highly Urban/ Urban;07/03/2022 13:13;dev_integral;300 - 400
1000765;M;42;Oui;Oui;100k - 150k;300k - 400k;Commercial;Pickup;4;18.0;Highly Urban/ Urban;11/04/2022 09:32;dev_integral;300 - 400
1000766;M;75;Oui;Oui;0 - 10k;0 - 100k;Private;z_SUV;0;1.0;Highly Urban/ Urban;21/01/2022 11:49;dev_premium;500 - 600
1000767;M;5;Non;Non;50k - 75k;0 - 100k;Private;Minivan;0;12.0;Highly Urban/ Urban;22/03/2022 17:47;dev_integral;300 - 400
1000768;F;51;Non;Non;25k - 50k;0 - 100k;Commercial;Minivan;4;13.0;Highly Urban/ Urban;11/04/2022 05:16;dev_integral;300 - 400
1000769;F;9;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;2;1.0;Highly Urban/ Urban;17/01/2022 13:39;dev_integral;300 - 400
1000770;M;22;Oui;Oui;100k - 150k;300k - 400k;Private;z_SUV;4;15.0;Highly Urban/ Urban;08/04/2022 10:46;dev_integral;300 - 400
1000771;F;20;Non;Oui;10k - 25k;0 - 100k;Commercial;z_SUV;3;8.0;z_Highly Rural/ Rural;10/05/2022 07:15;dev_express;200 - 300
1000772;M;37;Non;Oui;10k - 25k;0 - 100k;Private;z_SUV;1;1.0;z_Highly Rural/ Rural;23/02/2022 18:30;dev_integral;200 - 300
1000773;M;67;Non;Oui;50k - 75k;200k - 300k;Private;Pickup;1;1.0;z_Highly Rural/ Rural;02/04/2022 18:10;dev_express;200 - 300
1000774;F;44;Non;Non;50k - 75k;100k - 200k;Commercial;Pickup;1;6.0;Highly Urban/ Urban;15/02/2022 10:36;dev_integral;200 - 300
1000775;M;79;Non;Non;10k - 25k;0 - 100k;Commercial;Minivan;0;1.0;z_Highly Rural/ Rural;08/01/2022 08:43;dev_express;200 - 300
1000776;M;85;Non;Oui;75k - 100k;200k - 300k;Commercial;Pickup;4;16.0;Highly Urban/ Urban;24/03/2022 03:47;dev_integral;300 - 400
1000777;F;64;Non;Oui;50k - 75k;200k - 300k;Commercial;z_SUV;5;11.0;Highly Urban/ Urban;24/05/2022 19:47;dev_integral;200 - 300
1000778;F;32;Non;Non;50k - 75k;200k - 300k;Private;Minivan;5;15.0;Highly Urban/ Urban;17/01/2022 11:38;dev_integral;200 - 300
1000779;M;69;Oui;Oui;50k - 75k;0 - 100k;Commercial;z_SUV;3;1.0;Highly Urban/ Urban;17/03/2022 13:43;dev_integral;200 - 300
1000780;M;25;Non;Non;50k - 75k;0 - 100k;Private;Minivan;0;1.0;z_Highly Rural/ Rural;18/03/2022 08:18;dev_integral;300 - 400
1000781;F;10;Oui;Oui;25k - 50k;0 - 100k;Commercial;Van;1;5.0;Highly Urban/ Urban;05/01/2022 16:14;dev_express;200 - 300
1000782;M;21;Non;Non;100k - 150k;300k - 400k;Commercial;Van;0;5.0;Highly Urban/ Urban;13/05/2022 22:19;dev_premium;300 - 400
1000783;M;70;Non;Non;25k - 50k;100k - 200k;Private;z_SUV;0;8.0;z_Highly Rural/ Rural;14/01/2022 17:48;dev_express;200 - 300
1000784;F;68;Non;Non;25k - 50k;100k - 200k;Private;Minivan;1;1.0;Highly Urban/ Urban;16/01/2022 03:47;dev_premium;400 - 500
1000785;F;35;Non;Oui;25k - 50k;0 - 100k;Commercial;z_SUV;1;6.0;Highly Urban/ Urban;13/04/2022 12:18;dev_integral;300 - 400
1000786;F;3;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;0;11.0;Highly Urban/ Urban;09/03/2022 00:05;dev_express;200 - 300
1000787;M;66;Non;Non;100k - 150k;300k - 400k;Private;Minivan;0;1.0;Highly Urban/ Urban;15/03/2022 22:50;dev_express;200 - 300
1000788;M;64;Non;Non;75k - 100k;200k - 300k;Commercial;Van;2;8.0;z_Highly Rural/ Rural;07/02/2022 07:14;dev_integral;300 - 400
1000789;M;78;Non;Non;50k - 75k;200k - 300k;Commercial;Minivan;0;3.0;Highly Urban/ Urban;08/03/2022 11:24;dev_express;200 - 300
1000790;F;27;Non;Oui;0 - 10k;0 - 100k;Commercial;Pickup;0;5.0;Highly Urban/ Urban;07/01/2022 08:04;dev_premium;400 - 500
1000791;M;46;Non;Non;25k - 50k;0 - 100k;Private;Minivan;0;15.0;Highly Urban/ Urban;13/04/2022 05:45;dev_premium;400 - 500
1000792;M;79;Non;Non;10k - 25k;100k - 200k;Private;Minivan;0;20.0;Highly Urban/ Urban;30/05/2022 04:03;dev_integral;300 - 400
1000793;F;5;Non;Non;50k - 75k;0 - 100k;Commercial;Pickup;4;8.0;Highly Urban/ Urban;10/03/2022 05:51;dev_premium;400 - 500
1000794;F;40;Non;Non;75k - 100k;200k - 300k;Private;z_SUV;1;8.0;Highly Urban/ Urban;02/05/2022 04:51;dev_express;200 - 300
1000795;F;50;Non;Non;25k - 50k;200k - 300k;Private;Pickup;2;1.0;Highly Urban/ Urban;04/05/2022 19:49;dev_express;200 - 300
1000796;M;6;Non;Non;0 - 10k;0 - 100k;Private;Minivan;2;12.0;Highly Urban/ Urban;17/05/2022 09:44;dev_express;200 - 300
1000797;M;51;Non;Non;50k - 75k;0 - 100k;Private;Minivan;0;11.0;Highly Urban/ Urban;25/04/2022 12:32;dev_express;200 - 300
1000798;M;34;Non;Non;100k - 150k;300k - 400k;Private;Minivan;1;10.0;z_Highly Rural/ Rural;11/05/2022 08:01;dev_express;200 - 300
1000799;M;50;Non;Oui;50k - 75k;0 - 100k;Private;z_SUV;1;12.0;Highly Urban/ Urban;05/02/2022 16:47;dev_integral;200 - 300
1000800;F;60;Non;Oui;0 - 10k;0 - 100k;Private;Minivan;6;1.0;z_Highly Rural/ Rural;03/03/2022 08:35;dev_express;200 - 300
1000801;M;59;Oui;Oui;25k - 50k;0 - 100k;Private;z_SUV;0;5.0;z_Highly Rural/ Rural;18/05/2022 20:23;dev_integral;300 - 400
1000802;F;41;Non;Non;50k - 75k;100k - 200k;Commercial;Minivan;0;9.0;z_Highly Rural/ Rural;25/02/2022 18:38;dev_integral;300 - 400
1000803;M;78;Non;Non;25k - 50k;100k - 200k;Commercial;Panel Truck;5;5.0;Highly Urban/ Urban;18/01/2022 19:21;dev_vip;600 - 700
1000804;F;56;Non;Non;10k - 25k;0 - 100k;Private;Minivan;3;7.0;Highly Urban/ Urban;08/05/2022 19:44;dev_premium;500 - 600
1000805;M;65;Non;Oui;25k - 50k;100k - 200k;Private;z_SUV;0;5.0;Highly Urban/ Urban;19/02/2022 06:28;dev_express;200 - 300
1000806;F;5;Non;Non;Non renseigné;200k - 300k;Commercial;Pickup;6;3.0;Highly Urban/ Urban;10/01/2022 07:16;dev_express;200 - 300
1000807;F;70;Non;Non;50k - 75k;200k - 300k;Commercial;Minivan;1;1.0;z_Highly Rural/ Rural;30/03/2022 01:16;dev_express;200 - 300
